,Comments,label
1090,"Survey says, chanting fox is idiotic, you people are to be held at a higher level and should just block some one and not make smart ass nazi comments. You people just delete what you dont like, mostly things that make you look stupid, and you people wouldn't stand a chance on an un-edited format. George W. Bush is one of the greatist presidents ever!",1
369,"""
 You wrote -'I myself am Christian, but I will not allow myself the shortcut of rationalising that rape 'turned' an otherwise straight Lonnie Frisbee into a """"Gay Sinner"""".'
Well...I myself am Christian, but I will not allow myself lying gay acitivists to PRETEND that rape does not'turned' an otherwise straight Lonnie Frisbee into a """"Gay Sinner"""". I think the only reason why you lying gay activists won't acknowledge this phenomena is, at it's very best, it cuts into your argument that people are born gay, and at worst, is seens as a threat to your recruitment activities! lol 65.48.16.58  """,1
250,"""

I've sanitised Bushell's language and deleted the earlier quote which was FAR more offensive (Bushell claimed he wouldn't like to """"fuck her"""".) How can it be concluded this language is acceptable but calling Trott a """"dumpling"""" isn't? This smacks of hypocrisy and an obvious anti-bias to """"new"""" editors on EastEnders pages.   """,1
724,"""

SANDAHL YOU HAVE LABELLED ME AS """"A VANDAL"""" WITHOUT ANY WARNING - THIS IS IN DIRECT CONTRADICTION TO STATED WIKIPEDIA POLICY AND I AM CONSIDERING TAKING LEGAL ACTION AGAINST WIKIPEDIA AND YOU PERSONALLY, AS WELL AS CIVIL LIBEL CLAIMS.

IT IS APPALLING THAT WIKIPEDIA'S """"UNIVERSITY SYSTEM"""" OF EDITING IS BECOMING ANTI-INTELLECTUAL AND FASCIST, AND IN THAT WAY,
IT IS PERHAPS EVOLVING INTO THE MODERN UNFORTUNATE STATE OF THE """"UNIVERSITY"""" ESTABLISHMENT. 

THERE IS NOTHING VANDALLIC ABOUT MY POSTS AND YOU ARE OUT OF LINE FOR LABELLING ME A VANDAL.

CONSIDER THIS A FRIENDLY WARNING.

Sincerely,
The Legendary Danny O'Doul""",1
1558,"Ownership 

Who owns Taransay?",0
1156,"You r  a Jerk 

You Son of a Bitch.. Uss page ko redirect Karke tujhe kya mila. YOu Pervert.. I know Its you who protected that page from editing. Saale khud ka kuch nahi jaata fir b dusor ko Problem Create karne ke Liye hamesha Taiyaar rehte ho behenchod kaheen ke.. ho gaya khush page ko Protect karke. Abb ApNi  maa & sis ko B protect kar. nahi toh aake chod dunga Un dono ko. BAstard & Rascal. Maa Chuda Bhosdke... Sincerely request kiya toh b aise kar raha hai jaise ki ne teri maa & behn Ka Gangbang kar diya ho.. Son of a bitch",1
1772,"Thanks 

Thank you for your answer to my question. I do think that your contributions are impressive, and show that you have spent a great deal of effort improving the encyclopedia. I should have mentioned that in my question. I'm not interested in article writing per se, as some other people may be. — Carl ( · talk)",0
2569,"Janet Jackson's Secret Plastic Surgery

Janet Jackson is tired of hiding her withered old lady hands under long sleeves and gloves — so now she’s giving them a makeover!

Janet, 51, will undergo “hand rejuvenation surgery” to give her old claws a youthful look, sources squealed to The National ENQUIRER.

“She’s tried expensive hand creams and massages, but her hands still look wrinkly, like an old woman’s,” said an insider.

“She’s ashamed of them, and hides them beneath long sleeves and gloves. Her confidence could sure use the boost!”

Janet gave birth to her first child, son Eissa Al Mana, Jan. 3.

The “Control” superstar then split from her hubby Wissam amid claims he verbally abused and imprisoned her.
",2
1323,"You have never met or been photographed with Keith Wigdor. 

Whoever you are, I am asking you to not interfere with the article about Keith Wigdor.  You have no resources or connections to him (unless you are somehow being deceptive), so really you are not any sort of expert on this artist.   20:04, 17 Dec 2004 (UTC)",0
410,"DAHN IS ILLITERATE AND HAS A SMALL PENIS
Yes, you know the typical wikipedia user.  He is a loser.  He has no life.  He is sexually frustrated.  His inability to satisfy his will to power is taken out over the net.  

DAHN - if you want to revert my changes, read them first.  I will fight you!",1
1195,"""
 You reverted my at other pages where Dan pinged you; it will not be difficult to show that you meatpippett for him at numerous pages. Stop being a bully.  (talk|contribs)  """,1
1009,"fuck you jeremy!  

Hey Jermey A,
I just thought I'd mention that you should pursue getting a real job, you piece of dog shit.
Furthermore, fuck you. In addition to that, I think you MAY be homosexual (citation not needed), because the grapevine has shed light on your impotence issues around women. That, or you need to stop dating fat women.
Also, fuck you, cunt, you kike ass nigger pussy. You're a fucking deadbeat loser, eat my shit and rot. You need to understand what wikipedia means to me. Nothing. By nothing I mean I'd rather be penetrated by razor sharp dildos, into my sphincter, before ever giving a shit what you do. Suck my cock you white pow wow nigger knife kike, AND AND AND eat my shit. Seriously. I mean this for real. EAT it. Meaning, stick the lumps of excetement escaping from my rectum and consume them, let the shit slide down your throat. Then, and ONLY then, may you disgrace yourself by giving me the shitty head you're really unqualified to give.
Dog Fucker.",1
2012,"My Name Md Ramijuddin , Father Name Md Abdur Rashid Born 15 march 1994 at Kaliachak, Malda, My website Name Is Www.Ramizwap.tk Visit My Site",0
2450,"GIRL ABOUT TOWN: Victoria Beckham is preparing for a fifth baby

Victoria Beckham, right, is preparing for a fifth baby with husband David, according to sources close to her best friend, Tana Ramsay.

Victoria, 42, has confided she's boosted her already spinach-heavy diet with broccoli and leafy greens rich in folic acid.

After years of resisting another pregnancy, it seems Victoria is ready to join the 'just one last baby' club of the rich and famous.

Tana, 41, wife of chef Gordon, is expecting her fifth as is Jools Oliver, 41, wife of chef Jamie. David has been keen on a fifth since daughter Harper was born in 2011.

Meanwhile, I can reveal that three years after retiring, David Beckham has ventured back on to the football pitch – as a referee.

The former England captain has twice been called up to referee after-school matches for his 11-year-old son Cruz's team in West London.

On the first occasion, when the original referee failed to turn up, the coach asked an American parent to do the honours, but he responded: 'Are you kidding me, I'm standing right next to David Beckham!'
",2
